src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.7048,-0.6707,-0.1923,-0.282,-0.3154
CTRPv2,0.324,0.6386,0.1395,0.2944,0.1691
GDSCv1,0.3468,-0.0012,0.5745,0.2926,0.4933
GDSCv2,0.0434,0.1086,0.1353,0.6482,0.2919
gCSI,-0.0257,-0.9405,-0.1809,-0.1748,0.5908
