src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.8014,-1.0813,-0.5487,-0.5406,-0.1173
CTRPv2,0.5583,0.784,0.2732,0.4324,0.5088
GDSCv1,0.4739,-0.0236,0.6945,0.3489,0.553
GDSCv2,-0.0183,-0.3687,0.1599,0.7641,0.5532
gCSI,0.0064,-1.3085,-0.4953,-0.4617,0.7816
