src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.7961,-0.8167,-0.16,-0.2724,0.1913
CTRPv2,0.6308,0.8407,0.252,0.4274,0.4418
GDSCv1,0.5748,0.0629,0.7385,0.3258,0.456
GDSCv2,0.2461,0.0184,0.1892,0.7748,0.554
gCSI,-0.2186,-1.4855,-0.5433,-0.5433,0.7738
