src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.8788,0.1894,0.2606,0.2969,0.4792
CTRPv2,0.77,0.9011,0.4843,0.6294,0.6887
GDSCv1,0.7564,0.3393,0.84,0.5974,0.6719
GDSCv2,0.4168,0.2987,0.4519,0.8724,0.6867
gCSI,0.333,0.1357,0.1803,0.2659,0.8523
