src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.8917,0.1815,0.266,0.3488,0.4097
CTRPv2,0.7921,0.9216,0.4578,0.5945,0.5969
GDSCv1,0.7165,0.4123,0.8593,0.5909,0.7244
GDSCv2,0.5066,0.4146,0.4241,0.8806,0.7528
gCSI,0.4021,0.1474,0.201,0.2871,0.875
