met,split,value,src,trg,model
pcc,6,0.20190196717954398,CCLE,CTRPv2,hidra
pcc,7,0.19925875486921685,CCLE,CTRPv2,hidra
pcc,8,0.19513753073373666,CCLE,CTRPv2,hidra
pcc,9,0.23768455030788446,CCLE,CTRPv2,hidra
scc,0,0.08264558832541322,CCLE,CTRPv2,hidra
scc,1,0.08801405949636414,CCLE,CTRPv2,hidra
scc,2,0.10423393045947213,CCLE,CTRPv2,hidra
scc,3,0.11575909559222072,CCLE,CTRPv2,hidra
scc,4,0.18374329026249714,CCLE,CTRPv2,hidra
scc,5,0.10664518562588716,CCLE,CTRPv2,hidra
scc,6,0.11292650392987118,CCLE,CTRPv2,hidra
scc,7,0.11352021185588457,CCLE,CTRPv2,hidra
scc,8,0.09550237644554915,CCLE,CTRPv2,hidra
scc,9,0.1555877374493438,CCLE,CTRPv2,hidra
r2,0,-0.3643355738875713,CCLE,CTRPv2,hidra
r2,1,-0.6793503006321291,CCLE,CTRPv2,hidra
r2,2,-0.13151444297331305,CCLE,CTRPv2,hidra
r2,3,-0.5902369261686287,CCLE,CTRPv2,hidra
r2,4,-0.0974221214636708,CCLE,CTRPv2,hidra
r2,5,-0.1593651458242169,CCLE,CTRPv2,hidra
r2,6,-0.1305467058100851,CCLE,CTRPv2,hidra
r2,7,-0.27105433918015076,CCLE,CTRPv2,hidra
r2,8,-0.14124214363211363,CCLE,CTRPv2,hidra
r2,9,-0.13564560104368328,CCLE,CTRPv2,hidra
mse,0,0.029875359206583692,CCLE,GDSCv1,hidra
mse,1,0.030142906265441433,CCLE,GDSCv1,hidra
mse,2,0.029851433680877056,CCLE,GDSCv1,hidra
mse,3,0.033479589303361645,CCLE,GDSCv1,hidra
mse,4,0.03014246005397231,CCLE,GDSCv1,hidra
mse,5,0.029932766223391874,CCLE,GDSCv1,hidra
mse,6,0.030196881316273124,CCLE,GDSCv1,hidra
mse,7,0.02808035611178318,CCLE,GDSCv1,hidra
mse,8,0.029878546139350936,CCLE,GDSCv1,hidra
mse,9,0.028818982584797023,CCLE,GDSCv1,hidra
rmse,0,0.17284489927846783,CCLE,GDSCv1,hidra
rmse,1,0.17361712549584915,CCLE,GDSCv1,hidra
rmse,2,0.17277567444775627,CCLE,GDSCv1,hidra
rmse,3,0.18297428590750572,CCLE,GDSCv1,hidra
rmse,4,0.17361584044657996,CCLE,GDSCv1,hidra
rmse,5,0.1730108846962869,CCLE,GDSCv1,hidra
rmse,6,0.17377249873404343,CCLE,GDSCv1,hidra
rmse,7,0.16757194309246157,CCLE,GDSCv1,hidra
rmse,8,0.17285411808617965,CCLE,GDSCv1,hidra
rmse,9,0.16976154624883993,CCLE,GDSCv1,hidra
pcc,0,0.20484888779333355,CCLE,GDSCv1,hidra
pcc,1,0.2880174089541147,CCLE,GDSCv1,hidra
pcc,2,0.2963306844216123,CCLE,GDSCv1,hidra
pcc,3,0.19367834152732935,CCLE,GDSCv1,hidra
pcc,4,0.26377898037226444,CCLE,GDSCv1,hidra
pcc,5,0.26594905278443787,CCLE,GDSCv1,hidra
pcc,6,0.2689677006490767,CCLE,GDSCv1,hidra
pcc,7,0.2765247490241789,CCLE,GDSCv1,hidra
pcc,8,0.30356353566608746,CCLE,GDSCv1,hidra
pcc,9,0.33968572162372623,CCLE,GDSCv1,hidra
scc,0,0.11405158328100479,CCLE,GDSCv1,hidra
scc,1,0.1779071493041711,CCLE,GDSCv1,hidra
scc,2,0.16304621035247507,CCLE,GDSCv1,hidra
scc,3,0.13719248781717566,CCLE,GDSCv1,hidra
scc,4,0.15245429648750244,CCLE,GDSCv1,hidra
scc,5,0.16222186498522442,CCLE,GDSCv1,hidra
scc,6,0.16251815760494503,CCLE,GDSCv1,hidra
scc,7,0.17676350069143107,CCLE,GDSCv1,hidra
scc,8,0.17206586943917032,CCLE,GDSCv1,hidra
scc,9,0.2188622162185746,CCLE,GDSCv1,hidra
r2,0,-0.11664098154623437,CCLE,GDSCv1,hidra
r2,1,-0.12664099554930885,CCLE,GDSCv1,hidra
r2,2,-0.11574672543622988,CCLE,GDSCv1,hidra
r2,3,-0.25135504490376204,CCLE,GDSCv1,hidra
r2,4,-0.12662431765735738,CCLE,GDSCv1,hidra
r2,5,-0.1187866637839965,CCLE,GDSCv1,hidra
r2,6,-0.12865840238023418,CCLE,GDSCv1,hidra
r2,7,-0.049549770900142454,CCLE,GDSCv1,hidra
r2,8,-0.1167600984314483,CCLE,GDSCv1,hidra
r2,9,-0.07715715744632479,CCLE,GDSCv1,hidra
mse,0,0.02706620406798437,CCLE,GDSCv2,hidra
mse,1,0.027813973666480578,CCLE,GDSCv2,hidra
mse,2,0.02555030945021109,CCLE,GDSCv2,hidra
mse,3,0.028184182270855864,CCLE,GDSCv2,hidra
mse,4,0.025540356042793342,CCLE,GDSCv2,hidra
mse,5,0.025673141537891207,CCLE,GDSCv2,hidra
mse,6,0.025174737626565715,CCLE,GDSCv2,hidra
mse,7,0.02421970029194724,CCLE,GDSCv2,hidra
mse,8,0.02596808601741042,CCLE,GDSCv2,hidra
mse,9,0.025750866211315032,CCLE,GDSCv2,hidra
rmse,0,0.1645180964756898,CCLE,GDSCv2,hidra
rmse,1,0.1667752189819596,CCLE,GDSCv2,hidra
rmse,2,0.15984464160618925,CCLE,GDSCv2,hidra
rmse,3,0.16788145302818852,CCLE,GDSCv2,hidra
rmse,4,0.15981350394379487,CCLE,GDSCv2,hidra
rmse,5,0.16022840427930127,CCLE,GDSCv2,hidra
rmse,6,0.15866548971520467,CCLE,GDSCv2,hidra
rmse,7,0.15562679811635027,CCLE,GDSCv2,hidra
rmse,8,0.16114616352060765,CCLE,GDSCv2,hidra
rmse,9,0.16047076435075341,CCLE,GDSCv2,hidra
pcc,0,0.2815297160410534,CCLE,GDSCv2,hidra
pcc,1,0.3587536167361212,CCLE,GDSCv2,hidra
pcc,2,0.345350358511299,CCLE,GDSCv2,hidra
pcc,3,0.306034268693651,CCLE,GDSCv2,hidra
pcc,4,0.34161614993420153,CCLE,GDSCv2,hidra
pcc,5,0.33512878952027403,CCLE,GDSCv2,hidra
pcc,6,0.3513463725338469,CCLE,GDSCv2,hidra
pcc,7,0.35759743086545875,CCLE,GDSCv2,hidra
pcc,8,0.34506032651900925,CCLE,GDSCv2,hidra
pcc,9,0.35339714360403085,CCLE,GDSCv2,hidra
scc,0,0.17880146989298326,CCLE,GDSCv2,hidra
scc,1,0.23110014380086413,CCLE,GDSCv2,hidra
scc,2,0.21900429381994105,CCLE,GDSCv2,hidra
scc,3,0.20691304515002015,CCLE,GDSCv2,hidra
scc,4,0.21008881602166293,CCLE,GDSCv2,hidra
scc,5,0.2186103469175677,CCLE,GDSCv2,hidra
scc,6,0.2323363397219359,CCLE,GDSCv2,hidra
scc,7,0.24867246406247473,CCLE,GDSCv2,hidra
scc,8,0.21731417882096574,CCLE,GDSCv2,hidra
scc,9,0.2142428585288986,CCLE,GDSCv2,hidra
r2,0,-0.15338445928734035,CCLE,GDSCv2,hidra
r2,1,-0.18524950515290506,CCLE,GDSCv2,hidra
r2,2,-0.08878695275611759,CCLE,GDSCv2,hidra
r2,3,-0.20102537272223242,CCLE,GDSCv2,hidra
r2,4,-0.08836280368062299,CCLE,GDSCv2,hidra
r2,5,-0.09402125235262626,CCLE,GDSCv2,hidra
r2,6,-0.07278253988570804,CCLE,GDSCv2,hidra
r2,7,-0.03208509974887308,CCLE,GDSCv2,hidra
r2,8,-0.10658985555149303,CCLE,GDSCv2,hidra
r2,9,-0.09733336919786417,CCLE,GDSCv2,hidra
mse,0,0.0364479528698644,CCLE,gCSI,hidra
mse,1,0.03364037682048169,CCLE,gCSI,hidra
mse,2,0.039914178277676585,CCLE,gCSI,hidra
mse,3,0.036796492485326855,CCLE,gCSI,hidra
mse,4,0.03501256675369358,CCLE,gCSI,hidra
mse,5,0.03825266357215139,CCLE,gCSI,hidra
mse,6,0.038585149886662624,CCLE,gCSI,hidra
mse,7,0.031268451412669505,CCLE,gCSI,hidra
mse,8,0.041668344114551704,CCLE,gCSI,hidra
mse,9,0.03858439149969642,CCLE,gCSI,hidra
rmse,0,0.19091346958730912,CCLE,gCSI,hidra
rmse,1,0.18341313153774375,CCLE,gCSI,hidra
rmse,2,0.19978533048669161,CCLE,gCSI,hidra
rmse,3,0.19182411862257273,CCLE,gCSI,hidra
rmse,4,0.18711645238645794,CCLE,gCSI,hidra
rmse,5,0.19558288159282086,CCLE,gCSI,hidra
rmse,6,0.19643103086493902,CCLE,gCSI,hidra
rmse,7,0.17682887607138575,CCLE,gCSI,hidra
rmse,8,0.20412825408196608,CCLE,gCSI,hidra
rmse,9,0.19642910044007333,CCLE,gCSI,hidra
pcc,0,0.4268709666285082,CCLE,gCSI,hidra
pcc,1,0.4663966692611138,CCLE,gCSI,hidra
pcc,2,0.4554085441506644,CCLE,gCSI,hidra
pcc,3,0.4263364088316823,CCLE,gCSI,hidra
pcc,4,0.5387704440198489,CCLE,gCSI,hidra
pcc,5,0.46390644507234546,CCLE,gCSI,hidra
pcc,6,0.4489902636604537,CCLE,gCSI,hidra
pcc,7,0.5246817356119969,CCLE,gCSI,hidra
pcc,8,0.44482817581880096,CCLE,gCSI,hidra
pcc,9,0.465565623212293,CCLE,gCSI,hidra
scc,0,0.36776280700038866,CCLE,gCSI,hidra
scc,1,0.42264196798750353,CCLE,gCSI,hidra
scc,2,0.3917556704228353,CCLE,gCSI,hidra
scc,3,0.3651747420754394,CCLE,gCSI,hidra
scc,4,0.5405427377634485,CCLE,gCSI,hidra
scc,5,0.39566182823193835,CCLE,gCSI,hidra
scc,6,0.35609984681638784,CCLE,gCSI,hidra
scc,7,0.47694209908380203,CCLE,gCSI,hidra
scc,8,0.40390918781457175,CCLE,gCSI,hidra
scc,9,0.41219513288240633,CCLE,gCSI,hidra
r2,0,-0.019032720367834433,CCLE,gCSI,hidra
r2,1,0.059463097201320814,CCLE,gCSI,hidra
r2,2,-0.11594343355226178,CCLE,gCSI,hidra
r2,3,-0.02877739035708715,CCLE,gCSI,hidra
r2,4,0.021098625937465254,CCLE,gCSI,hidra
r2,5,-0.06948985476423597,CCLE,gCSI,hidra
r2,6,-0.07878569738045016,CCLE,gCSI,hidra
r2,7,0.12577874487191731,CCLE,gCSI,hidra
r2,8,-0.16498740568176773,CCLE,gCSI,hidra
r2,9,-0.07876449396373109,CCLE,gCSI,hidra
mse,0,0.011216391422418322,CTRPv2,CCLE,hidra
mse,1,0.010392086163462549,CTRPv2,CCLE,hidra
mse,2,0.010767911016913542,CTRPv2,CCLE,hidra
mse,3,0.011043438105893475,CTRPv2,CCLE,hidra
mse,4,0.011470368187834857,CTRPv2,CCLE,hidra
mse,5,0.011357783727282276,CTRPv2,CCLE,hidra
mse,6,0.010460456700283642,CTRPv2,CCLE,hidra
mse,7,0.010508672796512238,CTRPv2,CCLE,hidra
mse,8,0.01148719667507091,CTRPv2,CCLE,hidra
mse,9,0.010813434876562665,CTRPv2,CCLE,hidra
rmse,0,0.10590746632045506,CTRPv2,CCLE,hidra
rmse,1,0.1019415821118279,CTRPv2,CCLE,hidra
rmse,2,0.10376854541195776,CTRPv2,CCLE,hidra
rmse,3,0.10508776382573508,CTRPv2,CCLE,hidra
rmse,4,0.10709980479830417,CTRPv2,CCLE,hidra
rmse,5,0.10657290334452879,CTRPv2,CCLE,hidra
rmse,6,0.10227637410606441,CTRPv2,CCLE,hidra
rmse,7,0.10251181783829726,CTRPv2,CCLE,hidra
rmse,8,0.1071783405127683,CTRPv2,CCLE,hidra
rmse,9,0.10398766694451157,CTRPv2,CCLE,hidra
pcc,0,0.7831121438753583,CTRPv2,CCLE,hidra
pcc,1,0.8025705291068806,CTRPv2,CCLE,hidra
pcc,2,0.7963310114273173,CTRPv2,CCLE,hidra
pcc,3,0.7881469278962483,CTRPv2,CCLE,hidra
pcc,4,0.7758120247667345,CTRPv2,CCLE,hidra
pcc,5,0.7801254867010711,CTRPv2,CCLE,hidra
pcc,6,0.8011189533820974,CTRPv2,CCLE,hidra
pcc,7,0.8025069522654186,CTRPv2,CCLE,hidra
pcc,8,0.7742084609365104,CTRPv2,CCLE,hidra
pcc,9,0.7850380969431051,CTRPv2,CCLE,hidra
scc,0,0.6597913602107478,CTRPv2,CCLE,hidra
scc,1,0.6887981403764353,CTRPv2,CCLE,hidra
scc,2,0.668285164487811,CTRPv2,CCLE,hidra
scc,3,0.6717007191318182,CTRPv2,CCLE,hidra
scc,4,0.6457759326184612,CTRPv2,CCLE,hidra
scc,5,0.6499140833440185,CTRPv2,CCLE,hidra
scc,6,0.6760402475107556,CTRPv2,CCLE,hidra
scc,7,0.6845662057762739,CTRPv2,CCLE,hidra
scc,8,0.647179002503844,CTRPv2,CCLE,hidra
scc,9,0.6639197627713364,CTRPv2,CCLE,hidra
r2,0,0.5682118924642139,CTRPv2,CCLE,hidra
r2,1,0.5999444875914592,CTRPv2,CCLE,hidra
r2,2,0.5854766702583218,CTRPv2,CCLE,hidra
r2,3,0.5748699326860484,CTRPv2,CCLE,hidra
r2,4,0.558434759804767,CTRPv2,CCLE,hidra
r2,5,0.5627688303029463,CTRPv2,CCLE,hidra
r2,6,0.5973124838040218,CTRPv2,CCLE,hidra
r2,7,0.5954563487816922,CTRPv2,CCLE,hidra
r2,8,0.5577869275044585,CTRPv2,CCLE,hidra
r2,9,0.583724176032208,CTRPv2,CCLE,hidra
mse,0,0.003383726870857462,CTRPv2,CTRPv2,hidra
mse,1,0.0034965009212683576,CTRPv2,CTRPv2,hidra
mse,2,0.0033842920005581335,CTRPv2,CTRPv2,hidra
mse,3,0.0036565541884396695,CTRPv2,CTRPv2,hidra
mse,4,0.0036877237485610634,CTRPv2,CTRPv2,hidra
mse,5,0.003407163524261346,CTRPv2,CTRPv2,hidra
mse,6,0.0035453923934277544,CTRPv2,CTRPv2,hidra
mse,7,0.003538295109188585,CTRPv2,CTRPv2,hidra
mse,8,0.0035295805933858925,CTRPv2,CTRPv2,hidra
mse,9,0.0034292015052675645,CTRPv2,CTRPv2,hidra
rmse,0,0.05816981064828613,CTRPv2,CTRPv2,hidra
rmse,1,0.05913121782331527,CTRPv2,CTRPv2,hidra
rmse,2,0.05817466803135308,CTRPv2,CTRPv2,hidra
rmse,3,0.06046944838874975,CTRPv2,CTRPv2,hidra
rmse,4,0.06072663129600606,CTRPv2,CTRPv2,hidra
rmse,5,0.058370913340989844,CTRPv2,CTRPv2,hidra
rmse,6,0.05954319770912337,CTRPv2,CTRPv2,hidra
rmse,7,0.059483570077699485,CTRPv2,CTRPv2,hidra
rmse,8,0.05941027346668161,CTRPv2,CTRPv2,hidra
rmse,9,0.05855938443381696,CTRPv2,CTRPv2,hidra
pcc,0,0.9153174538142519,CTRPv2,CTRPv2,hidra
pcc,1,0.9143315418425605,CTRPv2,CTRPv2,hidra
pcc,2,0.9160461111672908,CTRPv2,CTRPv2,hidra
pcc,3,0.9096676434611882,CTRPv2,CTRPv2,hidra
pcc,4,0.9108664656179113,CTRPv2,CTRPv2,hidra
pcc,5,0.9155138517231862,CTRPv2,CTRPv2,hidra
pcc,6,0.9120394276195988,CTRPv2,CTRPv2,hidra
pcc,7,0.9116266293183412,CTRPv2,CTRPv2,hidra
pcc,8,0.912313942965114,CTRPv2,CTRPv2,hidra
pcc,9,0.9138590083331779,CTRPv2,CTRPv2,hidra
scc,0,0.856736495611273,CTRPv2,CTRPv2,hidra
scc,1,0.8622016282067256,CTRPv2,CTRPv2,hidra
scc,2,0.863543709569217,CTRPv2,CTRPv2,hidra
scc,3,0.8608935647313676,CTRPv2,CTRPv2,hidra
scc,4,0.8610667720222057,CTRPv2,CTRPv2,hidra
scc,5,0.8606625788345922,CTRPv2,CTRPv2,hidra
scc,6,0.8591118034374527,CTRPv2,CTRPv2,hidra
scc,7,0.856061670840547,CTRPv2,CTRPv2,hidra
scc,8,0.8566589293758304,CTRPv2,CTRPv2,hidra
scc,9,0.8593563622460229,CTRPv2,CTRPv2,hidra
r2,0,0.8361070920805495,CTRPv2,CTRPv2,hidra
r2,1,0.8345516909080815,CTRPv2,CTRPv2,hidra
r2,2,0.8385504935184573,CTRPv2,CTRPv2,hidra
r2,3,0.8268384326136584,CTRPv2,CTRPv2,hidra
r2,4,0.8256858548756435,CTRPv2,CTRPv2,hidra
r2,5,0.8372714817704728,CTRPv2,CTRPv2,hidra
r2,6,0.8299259536039447,CTRPv2,CTRPv2,hidra
r2,7,0.8293762967407167,CTRPv2,CTRPv2,hidra
r2,8,0.8282171137231855,CTRPv2,CTRPv2,hidra
r2,9,0.8343420331641807,CTRPv2,CTRPv2,hidra
mse,0,0.02302385681778528,CTRPv2,GDSCv1,hidra
mse,1,0.02296665638583227,CTRPv2,GDSCv1,hidra
mse,2,0.022949946784983133,CTRPv2,GDSCv1,hidra
mse,3,0.022510172621961148,CTRPv2,GDSCv1,hidra
mse,4,0.022289238774630685,CTRPv2,GDSCv1,hidra
mse,5,0.022054996423345356,CTRPv2,GDSCv1,hidra
mse,6,0.02266578502942887,CTRPv2,GDSCv1,hidra
mse,7,0.022665821900721184,CTRPv2,GDSCv1,hidra
mse,8,0.022422541717168776,CTRPv2,GDSCv1,hidra
mse,9,0.022595979127311847,CTRPv2,GDSCv1,hidra
rmse,0,0.15173614209470754,CTRPv2,GDSCv1,hidra
rmse,1,0.15154753836942475,CTRPv2,GDSCv1,hidra
rmse,2,0.15149239843960202,CTRPv2,GDSCv1,hidra
rmse,3,0.15003390490806118,CTRPv2,GDSCv1,hidra
rmse,4,0.1492958096352027,CTRPv2,GDSCv1,hidra
rmse,5,0.14850924692875309,CTRPv2,GDSCv1,hidra
rmse,6,0.15055160254686387,CTRPv2,GDSCv1,hidra
rmse,7,0.15055172500081554,CTRPv2,GDSCv1,hidra
rmse,8,0.14974158312629388,CTRPv2,GDSCv1,hidra
rmse,9,0.15031958996521994,CTRPv2,GDSCv1,hidra
pcc,0,0.4841830455908221,CTRPv2,GDSCv1,hidra
pcc,1,0.48619625391127796,CTRPv2,GDSCv1,hidra
pcc,2,0.4809916711330246,CTRPv2,GDSCv1,hidra
pcc,3,0.48679153721052093,CTRPv2,GDSCv1,hidra
pcc,4,0.5021361597867912,CTRPv2,GDSCv1,hidra
pcc,5,0.5014200180166989,CTRPv2,GDSCv1,hidra
pcc,6,0.4929344934983551,CTRPv2,GDSCv1,hidra
pcc,7,0.4919167555471021,CTRPv2,GDSCv1,hidra
pcc,8,0.49686145261759973,CTRPv2,GDSCv1,hidra
pcc,9,0.48712015907645423,CTRPv2,GDSCv1,hidra
scc,0,0.3928329216545068,CTRPv2,GDSCv1,hidra
scc,1,0.39898300364226524,CTRPv2,GDSCv1,hidra
scc,2,0.3885396862237151,CTRPv2,GDSCv1,hidra
scc,3,0.39715701006243664,CTRPv2,GDSCv1,hidra
scc,4,0.4135772811558815,CTRPv2,GDSCv1,hidra
scc,5,0.4093261755112029,CTRPv2,GDSCv1,hidra
scc,6,0.40669846584483593,CTRPv2,GDSCv1,hidra
scc,7,0.3984510073628015,CTRPv2,GDSCv1,hidra
scc,8,0.41007082501547604,CTRPv2,GDSCv1,hidra
scc,9,0.3998790544645151,CTRPv2,GDSCv1,hidra
r2,0,0.1394452566004265,CTRPv2,GDSCv1,hidra
r2,1,0.14158321738741508,CTRPv2,GDSCv1,hidra
r2,2,0.14220776636653887,CTRPv2,GDSCv1,hidra
r2,3,0.1586450533514373,CTRPv2,GDSCv1,hidra
r2,4,0.1669028214483479,CTRPv2,GDSCv1,hidra
r2,5,0.17565801690056893,CTRPv2,GDSCv1,hidra
r2,6,0.15282878214900653,CTRPv2,GDSCv1,hidra
r2,7,0.15282740402344974,CTRPv2,GDSCv1,hidra
r2,8,0.16192040341047775,CTRPv2,GDSCv1,hidra
r2,9,0.1554378932401459,CTRPv2,GDSCv1,hidra
mse,0,0.017492757912319877,CTRPv2,GDSCv2,hidra
mse,1,0.01716486166218904,CTRPv2,GDSCv2,hidra
mse,2,0.016904596132287775,CTRPv2,GDSCv2,hidra
mse,3,0.017620547917117337,CTRPv2,GDSCv2,hidra
mse,4,0.017521628873033043,CTRPv2,GDSCv2,hidra
mse,5,0.01718886917117337,CTRPv2,GDSCv2,hidra
mse,6,0.01824439982327902,CTRPv2,GDSCv2,hidra
mse,7,0.016023567015979904,CTRPv2,GDSCv2,hidra
mse,8,0.017758310706622243,CTRPv2,GDSCv2,hidra
mse,9,0.01758487324116395,CTRPv2,GDSCv2,hidra
rmse,0,0.1322601902021915,CTRPv2,GDSCv2,hidra
rmse,1,0.13101473833958163,CTRPv2,GDSCv2,hidra
rmse,2,0.1300176762301487,CTRPv2,GDSCv2,hidra
rmse,3,0.13274241190033176,CTRPv2,GDSCv2,hidra
rmse,4,0.1323692897655383,CTRPv2,GDSCv2,hidra
rmse,5,0.13110632773124786,CTRPv2,GDSCv2,hidra
rmse,6,0.135071832086779,CTRPv2,GDSCv2,hidra
rmse,7,0.12658422893860002,CTRPv2,GDSCv2,hidra
rmse,8,0.1332603118209703,CTRPv2,GDSCv2,hidra
rmse,9,0.13260796824159532,CTRPv2,GDSCv2,hidra
pcc,0,0.6019253909155019,CTRPv2,GDSCv2,hidra
pcc,1,0.6227534807582079,CTRPv2,GDSCv2,hidra
pcc,2,0.6164939319276481,CTRPv2,GDSCv2,hidra
pcc,3,0.6063938119235499,CTRPv2,GDSCv2,hidra
pcc,4,0.6175523513528057,CTRPv2,GDSCv2,hidra
pcc,5,0.6183639337026747,CTRPv2,GDSCv2,hidra
pcc,6,0.5950028873384287,CTRPv2,GDSCv2,hidra
pcc,7,0.6387593280841954,CTRPv2,GDSCv2,hidra
pcc,8,0.6105021838476548,CTRPv2,GDSCv2,hidra
pcc,9,0.6021247514431647,CTRPv2,GDSCv2,hidra
scc,0,0.4676171702907779,CTRPv2,GDSCv2,hidra
scc,1,0.4928494899680575,CTRPv2,GDSCv2,hidra
scc,2,0.47685025160407657,CTRPv2,GDSCv2,hidra
scc,3,0.4632318967164169,CTRPv2,GDSCv2,hidra
scc,4,0.47767833951169214,CTRPv2,GDSCv2,hidra
scc,5,0.47972589633602447,CTRPv2,GDSCv2,hidra
scc,6,0.4594147404390839,CTRPv2,GDSCv2,hidra
scc,7,0.49615011542481285,CTRPv2,GDSCv2,hidra
scc,8,0.48126591398288904,CTRPv2,GDSCv2,hidra
scc,9,0.45686131138533354,CTRPv2,GDSCv2,hidra
r2,0,0.254573154201157,CTRPv2,GDSCv2,hidra
r2,1,0.2685459461822405,CTRPv2,GDSCv2,hidra
r2,2,0.27963675953465217,CTRPv2,GDSCv2,hidra
r2,3,0.24912758062846718,CTRPv2,GDSCv2,hidra
r2,4,0.2533428628264367,CTRPv2,GDSCv2,hidra
r2,5,0.26752290328715345,CTRPv2,GDSCv2,hidra
r2,6,0.2225430957241068,CTRPv2,GDSCv2,hidra
r2,7,0.31718045381763227,CTRPv2,GDSCv2,hidra
r2,8,0.2432570322470271,CTRPv2,GDSCv2,hidra
r2,9,0.25064780181394974,CTRPv2,GDSCv2,hidra
mse,0,0.03447941904472779,CTRPv2,gCSI,hidra
mse,1,0.03554080680631451,CTRPv2,gCSI,hidra
mse,2,0.03372023589961547,CTRPv2,gCSI,hidra
mse,3,0.034040071477433716,CTRPv2,gCSI,hidra
mse,4,0.03464915908318154,CTRPv2,gCSI,hidra
