src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.0738,0.1591,0.162,0.1498,0.1893
CTRPv2,0.1065,0.0562,0.1559,0.1339,0.1716
GDSCv1,0.1193,0.143,0.0838,0.1375,0.154
GDSCv2,0.1511,0.1346,0.153,0.0727,0.1303
gCSI,0.1655,0.2097,0.1955,0.1935,0.0927
