src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.0053,0.0379,0.031,0.0299,0.0289
CTRPv2,0.0096,0.0033,0.02,0.0134,0.02
GDSCv1,0.011,0.0196,0.007,0.0158,0.0195
GDSCv2,0.0196,0.0205,0.0217,0.0053,0.016
gCSI,0.0317,0.0519,0.0413,0.0362,0.0081
