src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.0077,0.0349,0.0319,0.0301,0.047
CTRPv2,0.0176,0.0075,0.023,0.0166,0.0297
GDSCv1,0.017,0.0209,0.0114,0.0166,0.0181
GDSCv2,0.0248,0.0186,0.0231,0.0083,0.0253
gCSI,0.0266,0.0405,0.0316,0.0276,0.0146
