src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.844,0.0627,0.0957,0.1156,0.2659
CTRPv2,0.7265,0.8579,0.4483,0.5876,0.6244
GDSCv1,0.6465,0.3283,0.7859,0.5584,0.7205
GDSCv2,0.4505,0.3509,0.4273,0.8436,0.6794
gCSI,0.3272,0.0492,0.1563,0.249,0.7752
