src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.8048,0.1347,0.2093,0.2453,0.5145
CTRPv2,0.6881,0.8706,0.4359,0.5672,0.6727
GDSCv1,0.6252,0.3057,0.7972,0.4831,0.7348
GDSCv2,0.3769,0.2549,0.3517,0.8068,0.7411
gCSI,0.2118,0.0588,0.1433,0.2183,0.8744
