src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.7463,-0.4658,-0.2034,-0.2956,-0.3757
CTRPv2,0.5975,0.8548,0.1536,0.2946,0.2248
GDSCv1,0.4837,-0.1727,0.7335,0.1963,0.4063
GDSCv2,0.2838,-0.04,0.1392,0.7654,0.3867
gCSI,0.0507,-1.1147,-0.47,-0.6911,0.7359
