src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.874,0.202,0.2701,0.3376,0.4662
CTRPv2,0.7889,0.9132,0.4911,0.613,0.5238
GDSCv1,0.67,0.3455,0.8525,0.5972,0.6819
GDSCv2,0.4216,0.3127,0.4246,0.8787,0.6316
gCSI,0.3011,0.0814,0.1435,0.2396,0.8532
