hours,minutes,seconds,src,trg,split,tot_mins,model,stage
0,0,27.44652724266052,gCSI,CCLE,0,0,uno,infer
0,0,27.70874571800232,gCSI,CCLE,1,0,uno,infer
0,0,27.54882764816284,gCSI,CCLE,2,0,uno,infer
0,0,27.785468339920044,gCSI,CCLE,3,0,uno,infer
0,0,27.925146341323853,gCSI,CCLE,4,0,uno,infer
0,0,27.769035816192627,gCSI,CCLE,5,0,uno,infer
0,0,27.96744108200073,gCSI,CCLE,6,0,uno,infer
0,0,27.289092302322388,gCSI,CCLE,7,0,uno,infer
0,0,28.074257850646973,gCSI,CCLE,8,0,uno,infer
0,0,27.93645668029785,gCSI,CCLE,9,0,uno,infer
0,9,31.34044551849365,gCSI,CTRPv2,0,9,uno,infer
0,9,31.707987546920776,gCSI,CTRPv2,1,9,uno,infer
0,9,30.00823140144348,gCSI,CTRPv2,2,9,uno,infer
0,9,31.560263633728027,gCSI,CTRPv2,3,9,uno,infer
0,9,32.55040216445923,gCSI,CTRPv2,4,9,uno,infer
0,9,32.78868508338928,gCSI,CTRPv2,5,9,uno,infer
0,9,32.89873123168945,gCSI,CTRPv2,6,9,uno,infer
0,9,32.768519163131714,gCSI,CTRPv2,7,9,uno,infer
0,9,32.72010588645935,gCSI,CTRPv2,8,9,uno,infer
0,9,32.3954176902771,gCSI,CTRPv2,9,9,uno,infer
0,5,44.25698566436768,gCSI,GDSCv1,0,5,uno,infer
0,5,43.64356017112732,gCSI,GDSCv1,1,5,uno,infer
0,5,43.54827308654785,gCSI,GDSCv1,2,5,uno,infer
0,5,44.47776699066162,gCSI,GDSCv1,3,5,uno,infer
0,5,45.45533204078674,gCSI,GDSCv1,4,5,uno,infer
0,5,44.85817098617554,gCSI,GDSCv1,5,5,uno,infer
0,5,44.74391150474548,gCSI,GDSCv1,6,5,uno,infer
0,5,45.24951720237732,gCSI,GDSCv1,7,5,uno,infer
0,5,44.72489261627197,gCSI,GDSCv1,8,5,uno,infer
0,5,44.843260049819946,gCSI,GDSCv1,9,5,uno,infer
0,3,50.62187385559082,gCSI,GDSCv2,0,3,uno,infer
0,3,50.532794713974,gCSI,GDSCv2,1,3,uno,infer
0,3,50.82147026062012,gCSI,GDSCv2,2,3,uno,infer
0,3,51.17588758468628,gCSI,GDSCv2,3,3,uno,infer
0,3,51.16981863975525,gCSI,GDSCv2,4,3,uno,infer
0,3,51.80787444114685,gCSI,GDSCv2,5,3,uno,infer
0,3,50.617350578308105,gCSI,GDSCv2,6,3,uno,infer
0,3,51.24596905708313,gCSI,GDSCv2,7,3,uno,infer
0,3,51.29846358299256,gCSI,GDSCv2,8,3,uno,infer
0,3,51.51109290122986,gCSI,GDSCv2,9,3,uno,infer
0,0,13.868333101272585,gCSI,gCSI,0,0,uno,infer
0,0,13.449232816696169,gCSI,gCSI,1,0,uno,infer
0,0,13.272438764572144,gCSI,gCSI,2,0,uno,infer
0,0,13.249829530715942,gCSI,gCSI,3,0,uno,infer
0,0,13.239295482635498,gCSI,gCSI,4,0,uno,infer
0,0,13.002478122711182,gCSI,gCSI,5,0,uno,infer
0,0,13.473265647888184,gCSI,gCSI,6,0,uno,infer
0,0,13.137487173080444,gCSI,gCSI,7,0,uno,infer
0,0,13.267625331878662,gCSI,gCSI,8,0,uno,infer
0,0,13.340317964553831,gCSI,gCSI,9,0,uno,infer
