src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.0061,0.0338,0.0305,0.0285,0.0331
CTRPv2,0.0116,0.0039,0.0227,0.0159,0.0214
GDSCv1,0.0123,0.028,0.0079,0.0209,0.0277
GDSCv2,0.026,0.0247,0.0227,0.0056,0.021
gCSI,0.0298,0.0372,0.0335,0.0305,0.01
