,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,1.0,-0.6241457858769932,-0.2725445531287686,-0.3960873643306981,-0.5034168564920273
CTRPv2,0.6989939167056621,1.0,0.17969115582592418,0.344642021525503,0.2629854936827328
GDSCv1,0.6594410361281526,-0.23544648943421947,1.0,0.2676209952283572,0.5539195637355147
GDSCv2,0.3707865168539326,-0.05226025607525477,0.18186569114188658,1.0,0.5052260256075255
gCSI,0.06889523033020792,-1.514743851066721,-0.6386737328441364,-0.93912216333741,1.0
