,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,1.0,-0.9516174801362088,-0.2728433598183882,-0.4001135073779795,-0.44750283768444954
CTRPv2,0.5073598496711557,1.0,0.21844660194174761,0.46100845599749457,0.26479799561540873
GDSCv1,0.6036553524804177,-0.0020887728459530026,1.0,0.5093124456048739,0.8586597040905135
GDSCv2,0.06695464362850972,0.16754088244369023,0.20873187287874115,1.0,0.4503239740820734
gCSI,-0.04350033852403521,-1.5919092755585647,-0.30619498984427895,-0.29587000677048075,1.0
