src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.0794,0.1624,0.1733,0.1615,0.1922
CTRPv2,0.1046,0.0592,0.1504,0.1317,0.1857
GDSCv1,0.1354,0.1634,0.0863,0.1475,0.1723
GDSCv2,0.1611,0.1525,0.154,0.0737,0.1573
gCSI,0.1891,0.2345,0.2186,0.2105,0.1013
