src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.0052,0.0435,0.0414,0.0362,0.04
CTRPv2,0.0115,0.0045,0.0194,0.0133,0.0176
GDSCv1,0.0137,0.0214,0.0082,0.0153,0.016
GDSCv2,0.0265,0.0286,0.0225,0.0055,0.016
gCSI,0.0258,0.0482,0.04,0.0343,0.0078
