src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.7703,0.1159,0.1637,0.2177,0.4133
CTRPv2,0.6656,0.8596,0.4016,0.4752,0.4329
GDSCv1,0.5599,0.2219,0.7845,0.4461,0.6715
GDSCv2,0.3639,0.1938,0.3175,0.7983,0.5514
gCSI,0.2002,0.0224,0.0853,0.1321,0.8465
