src,CCLE,CTRPv2,GDSCv1,GDSCv2,gCSI
CCLE,0.8946,0.2148,0.3041,0.3828,0.537
CTRPv2,0.8097,0.9191,0.5329,0.6796,0.6898
GDSCv1,0.7617,0.465,0.8604,0.6579,0.7397
GDSCv2,0.5406,0.3765,0.463,0.8825,0.7545
gCSI,0.3429,0.1592,0.2151,0.3471,0.8823
